date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2023-08-24,539.0,539.67,511.05,512.43,512.43,2950211,2950200,-26.57,-4.93,518.22,"August 24, 23",-0.0493
2023-08-23,522.73,535.25,519.24,530.71,530.71,2336856,2336900,7.98,1.53,530.23,"August 23, 23",0.0153
2023-08-22,529.715,530.0,518.35,519.48,519.48,1496587,1496600,-10.235,-1.93,521.62,"August 22, 23",-0.0193
2023-08-21,510.29,522.98,510.29,520.47,520.47,2428287,2428300,10.18,1.99,517.35,"August 21, 23",0.0199
2023-08-18,504.65,510.05,503.9,508.13,508.13,2140007,2139100,3.48,0.68959,507.66,"August 18, 23",0.0068959
2023-08-17,525.0,525.49,510.56,511.67,511.67,2455834,2455800,-13.33,-2.54,514.88,"August 17, 23",-0.0254
2023-08-16,517.81,523.15,514.17,514.49,514.49,1538327,1541300,-3.32,-0.64116,517.38,"August 16, 23",-0.0064116
2023-08-15,518.35,522.04,516.0593,518.7,518.7,1824324,1824300,0.35,0.06752194,519.15,"August 15, 23",0.0006752194
2023-08-14,506.78,522.5549,505.03,522.25,522.25,2052509,2052500,15.47,3.05,519.28,"August 14, 23",0.0305
2023-08-11,510.83,514.9,506.37,508.45,508.45,1930647,1929900,-2.38,-0.46591,509.3,"August 11, 23",-0.0046591
2023-08-10,521.03,523.22,512.98,515.83,515.83,1901693,1901700,-5.2,-0.99802,517.64,"August 10, 23",-0.0099802
2023-08-09,520.55,520.97,509.53,513.78,513.78,1843778,1843800,-6.77,-1.3,514.2,"August 09, 23",-0.013
2023-08-08,523.99,524.5788,515.25,520.6,520.6,2626110,2626100,-3.39,-0.64696,519.09,"August 08, 23",-0.0064696
2023-08-07,530.0,532.58,523.52,529.73,529.73,1777773,1777600,-0.27,-0.0509434,527.67,"August 07, 23",-0.000509434
2023-08-04,526.74,535.63,522.12,526.88,526.88,2462880,2461900,0.14,0.02657858,529.21,"August 04, 23",0.0002657858
2023-08-03,523.0,530.912,522.217,523.76,523.76,2187501,2183700,0.76,0.14532,525.2,"August 03, 23",0.0014532
2023-08-02,539.32,539.99,526.5,530.3,530.3,2973101,2971000,-9.02,-1.67,531.3,"August 02, 23",-0.0167
2023-08-01,545.78,552.015,541.67,549.1,549.1,2277295,2274000,3.32,0.6083,547.34,"August 01, 23",0.006083
2023-07-31,541.87,552.94,541.87,546.17,546.169983,4064689,4059800,4.3,0.79355,546.83,"July 31, 23",0.0079355
2023-07-28,515.43,530.32,514.63,528.87,528.869995,2810248,2810000,13.44,2.61,525.77,"July 28, 23",0.0261
2023-07-27,523.16,527.9,511.24,513.97,513.969971,2477246,2477200,-9.19,-1.76,518.31,"July 27, 23",-0.0176
2023-07-26,520.49,521.1,510.44,514.55,514.549988,2918652,2918700,-5.94,-1.14,514.89,"July 26, 23",-0.0114
2023-07-25,519.42,526.88,517.92,525.34,525.340027,2472108,2472100,5.92,1.14,523.31,"July 25, 23",0.0114
2023-07-24,520.0,524.84,514.86,523.86,523.859985,2260946,2260500,3.86,0.74231,521.92,"July 24, 23",0.0074231
2023-07-21,521.75,529.6851,519.28,520.23,520.22998,8099521,8098000,-1.52,-0.29133,521.22,"July 21, 23",-0.0029133
2023-07-20,522.03,528.31,514.085,516.88,516.880005,3264482,3264500,-5.15,-0.98653,518.82,"July 20, 23",-0.0098653
2023-07-19,534.48,539.0,526.0601,527.17,527.169983,3374410,3383200,-7.31,-1.37,530.85,"July 19, 23",-0.0137
2023-07-18,519.64,535.1299,517.375,532.23,532.22998,4094580,4094600,12.59,2.42,528.02,"July 18, 23",0.0242
2023-07-17,513.0,522.6892,512.38,522.0,522.0,2646013,2645600,9.0,1.75,519.3,"July 17, 23",0.0175
2023-07-14,517.34,523.785,512.67,514.83,514.830017,2303710,2300400,-2.51,-0.48517,517.63,"July 14, 23",-0.0048517
2023-07-13,509.62,519.4099,509.5,517.28,517.280029,3049373,3049400,7.66,1.5,515.53,"July 13, 23",0.015
2023-07-12,509.405,510.79,500.01,507.36,507.359985,2954919,3027400,-2.045,-0.40145,506.5,"July 12, 23",-0.0040145
2023-07-11,497.28,506.03,491.76,504.74,504.73999,2844239,2844200,7.46,1.5,500.95,"July 11, 23",0.015
2023-07-10,485.27,499.1999,485.11,496.35,496.350006,3352622,3352600,11.08,2.28,494.63,"July 10, 23",0.0228
2023-07-07,481.98,490.42,479.86,485.27,485.269989,2325039,2324500,3.29,0.6826,486.07,"July 07, 23",0.006826
2023-07-06,479.99,482.5,475.0,481.29,481.290009,2102202,2100900,1.3,0.27084,479.86,"July 06, 23",0.0027084
2023-07-05,480.99,489.41,479.73,487.26,487.26001,2182353,2190000,6.27,1.3,486.45,"July 05, 23",0.013
2023-07-03,486.39,486.61,479.8401,485.21,485.209991,1491011,1491000,-1.18,-0.2426,483.73,"July 03, 23",-0.002426
2023-06-30,482.74,492.81,482.72,488.99,488.98999,3096582,3095900,6.25,1.29,489.2,"June 30, 23",0.0129
2023-06-29,484.47,485.83,479.6,483.77,483.769989,1905381,1905400,-0.7,-0.14449,483.35,"June 29, 23",-0.0014449
2023-06-28,482.0,489.75,480.39,482.43,482.429993,3229236,3229200,0.43,0.08921162,483.83,"June 28, 23",0.0008921162
